Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
1/7/2018,17:00:00,MCP,"4th district, Wheaton","LEAVING UNATTENDED VEH. W/O STOPPING ENGINE, LOCKING IGNITION, REMOVING KEY & SETTING BRAKE",14101 GEORGIA AVENUE,39.08536667,-77.07787167,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2004,HONDA,ACCORD 2D,SILVER,Citation,21-1101(a),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0853666666667, -77.0778716666667)"
1/7/2018,17:00:00,MCP,"4th district, Wheaton",DRIVING UNSAFE VEH. ON HWY.,14101 GEORGIA AVENUE,39.08536667,-77.07787167,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2004,HONDA,ACCORD 2D,SILVER,Citation,22-101(a),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0853666666667, -77.0778716666667)"
1/7/2018,17:00:00,MCP,"4th district, Wheaton",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,14101 GEORGIA AVENUE,39.08536667,-77.07787167,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2004,HONDA,ACCORD 2D,SILVER,Citation,16-112(c),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0853666666667, -77.0778716666667)"
1/7/2018,17:00:00,MCP,"4th district, Wheaton",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,14101 GEORGIA AVENUE,39.08536667,-77.07787167,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2004,HONDA,ACCORD 2D,SILVER,Citation,16-101(a1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0853666666667, -77.0778716666667)"
1/7/2018,17:00:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,14101 GEORGIA AVENUE,39.08536667,-77.07787167,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2004,HONDA,ACCORD 2D,SILVER,Citation,16-303(c),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0853666666667, -77.0778716666667)"
1/7/2018,17:00:00,MCP,"4th district, Wheaton","DRIVING WHILE LIC. SUSP. UNDER 16-203, 16-206A2 FAIL TO ATTEND DIP, 17-106, 26-204/206, 27-103",14101 GEORGIA AVENUE,39.08536667,-77.07787167,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2004,HONDA,ACCORD 2D,SILVER,Citation,16-303(h),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0853666666667, -77.0778716666667)"
1/7/2018,17:00:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE,14101 GEORGIA AVENUE,39.08536667,-77.07787167,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2004,HONDA,ACCORD 2D,SILVER,Citation,16-303(f),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0853666666667, -77.0778716666667)"
1/7/2018,17:00:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,14101 GEORGIA AVENUE,39.08536667,-77.07787167,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2004,HONDA,ACCORD 2D,SILVER,Citation,16-303(d),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0853666666667, -77.0778716666667)"
1/7/2018,16:33:00,MCP,"4th district, Wheaton",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 50 MPH IN A POSTED 35 MPH ZONE,BEL PRE RD @ ASTRODOME DR,39.09098667,-77.047655,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2011,DODGE,CHARGER,ORANGE,Citation,21-801.1,Transportation Article,No,BLACK,M,ALEXANDRIA,VA,VA,A - Marked Patrol,"(39.0909866666667, -77.047655)"
1/7/2018,17:03:00,MCP,"4th district, Wheaton",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 54 MPH IN A POSTED 35 MPH ZONE,BEL PRE RD @ ASTRODOME DR,39.09044333,-77.04812833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,HONDA,ACCORD,BLUE,Citation,21-801.1,Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0904433333333, -77.0481283333333)"
1/7/2018,17:53:00,MCP,"4th district, Wheaton",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 57 MPH IN A POSTED 35 MPH ZONE,BEL PRE RD @ ASTRODOME DR,39.09042833,-77.04736833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,TOYOTA,COROLLA,WHITE,Citation,21-801.1,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0904283333333, -77.0473683333333)"
1/7/2018,19:28:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,9332 GEORGIA AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,MAZDA,TK,BLACK,Citation,21-902(a1i),Transportation Article,Yes,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,
1/7/2018,19:28:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL PER SE,9332 GEORGIA AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,MAZDA,TK,BLACK,Citation,21-902(a1ii),Transportation Article,Yes,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,
1/7/2018,19:28:00,MCP,"3rd district, Silver Spring",DRIVING VEH. WHILE IMPAIRED BY ALCOHOL,9332 GEORGIA AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,MAZDA,TK,BLACK,Citation,21-902(b1i),Transportation Article,Yes,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,
1/7/2018,19:28:00,MCP,"3rd district, Silver Spring","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",9332 GEORGIA AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,MAZDA,TK,BLACK,Citation,21-901.1(b),Transportation Article,Yes,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,
1/7/2018,19:28:00,MCP,"3rd district, Silver Spring",RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY,9332 GEORGIA AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,MAZDA,TK,BLACK,Citation,21-901.1(a),Transportation Article,Yes,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,
1/7/2018,19:28:00,MCP,"3rd district, Silver Spring",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,9332 GEORGIA AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,MAZDA,TK,BLACK,Citation,21-402(a),Transportation Article,Yes,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,
1/7/2018,19:28:00,MCP,"3rd district, Silver Spring",FAILURE TO CONTROL VEH. SPEED ON HWY. TO AVOID COLLISION,9332 GEORGIA AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,MAZDA,TK,BLACK,Citation,21-801(b),Transportation Article,Yes,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,
1/7/2018,21:53:00,MCP,"3rd district, Silver Spring","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",NB 270 @ EXIT 11,39.15380333,-77.22214833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,NISSAN,4D,SILVER,Citation,21-901.1(b),Transportation Article,No,OTHER,M,FREDERICK,MD,TX,A - Marked Patrol,"(39.1538033333333, -77.2221483333333)"
1/7/2018,21:53:00,MCP,"3rd district, Silver Spring",RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY,NB 270 @ EXIT 11,39.15380333,-77.22214833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,NISSAN,4D,SILVER,Citation,21-901.1(a),Transportation Article,No,OTHER,M,FREDERICK,MD,TX,A - Marked Patrol,"(39.1538033333333, -77.2221483333333)"
1/7/2018,21:53:00,MCP,"3rd district, Silver Spring",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 100 MPH IN A POSTED 55 MPH ZONE,NB 270 @ EXIT 11,39.15380333,-77.22214833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,NISSAN,4D,SILVER,Citation,21-801.1,Transportation Article,No,OTHER,M,FREDERICK,MD,TX,A - Marked Patrol,"(39.1538033333333, -77.2221483333333)"
1/7/2018,21:53:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 100,NB 270 @ EXIT 11,39.15380333,-77.22214833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,NISSAN,4D,SILVER,Citation,21-801(a),Transportation Article,No,OTHER,M,FREDERICK,MD,TX,A - Marked Patrol,"(39.1538033333333, -77.2221483333333)"
1/7/2018,4:06:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL PER SE,WOODMONT AVE / BATTERY LN,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,CHEV,IMPALA,BLUE,Citation,21-902(a1ii),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
1/7/2018,4:06:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,WOODMONT AVE / BATTERY LN,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,CHEV,IMPALA,BLUE,Citation,21-902(a1i),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
1/7/2018,4:06:00,MCP,"2nd district, Bethesda",DRIVING VEH. WHILE IMPAIRED BY ALCOHOL,WOODMONT AVE / BATTERY LN,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,CHEV,IMPALA,BLUE,Citation,21-902(b1i),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
1/7/2018,4:06:00,MCP,"2nd district, Bethesda",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,WOODMONT AVE / BATTERY LN,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,CHEV,IMPALA,BLUE,Citation,13-411(f),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
1/7/2018,4:06:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,WOODMONT AVE / BATTERY LN,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,CHEV,IMPALA,BLUE,Citation,13-411(d),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
1/7/2018,14:30:00,MCP,"4th district, Wheaton",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 44 MPH IN A POSTED 35 MPH ZONE,BEL PRE RD AND BIG BREAR CT,39.091071,-77.0476175,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYOTA,COROLLA,TAN,Citation,21-801.1,Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.091071, -77.0476175)"
1/7/2018,15:25:00,MCP,"4th district, Wheaton",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 56 MPH IN A POSTED 35 MPH ZONE,BEL PRE RD AND BIG BREAR CT,39.0909455,-77.04785183,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,TOYOTA,COROLLA,BLACK,Citation,21-801.1,Transportation Article,No,BLACK,F,BELTSVILLE,MD,MD,A - Marked Patrol,"(39.0909455, -77.0478518333333)"
1/7/2018,15:35:00,MCP,"4th district, Wheaton",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 50 MPH IN A POSTED 35 MPH ZONE,BEL PRE RD AND BIG BREAR CT,39.09130583,-77.04774017,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,ACURA,TLX,SILVER,Citation,21-801.1,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0913058333333, -77.0477401666667)"
1/7/2018,15:46:00,MCP,"4th district, Wheaton",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 51 MPH IN A POSTED 35 MPH ZONE,BEL PRE RD AND BIG BREAR CT,39.09050767,-77.04634133,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,CHEV,TRAILBLAZER,GREEN,Citation,21-801.1,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0905076666667, -77.0463413333333)"
1/7/2018,15:46:00,MCP,"4th district, Wheaton",OPER. MOTOR VEH. WITH OCCUPANT UNDER 16 NOT RESTRAINED BY SEAT BELT,BEL PRE RD AND BIG BREAR CT,39.09050767,-77.04634133,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,CHEV,TRAILBLAZER,GREEN,Citation,22-412.3(b),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0905076666667, -77.0463413333333)"
1/7/2018,15:46:00,MCP,"4th district, Wheaton",OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,BEL PRE RD AND BIG BREAR CT,39.09050767,-77.04634133,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,CHEV,TRAILBLAZER,GREEN,Citation,22-406(i1),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0905076666667, -77.0463413333333)"
1/7/2018,16:06:00,MCP,"4th district, Wheaton",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 59 MPH IN A POSTED 35 MPH ZONE,BEL PRE RD AND BIG BREAR CT,39.09071017,-77.0483245,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,JEEP,COMPASS,"BLUE, DARK",Citation,21-801.1,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0907101666667, -77.0483245)"
1/7/2018,16:21:00,MCP,"4th district, Wheaton",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 44 MPH IN A POSTED 35 MPH ZONE,BEL PRE RD AND BIG BREAR CT,39.09047817,-77.04677933,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,TOYOTA,CAMRY,"GREEN, DK",Citation,21-801.1,Transportation Article,No,BLACK,F,BOWIE,MD,MD,A - Marked Patrol,"(39.0904781666667, -77.0467793333333)"
1/7/2018,16:47:00,MCP,"4th district, Wheaton",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 51 MPH IN A POSTED 35 MPH ZONE,BEL PRE RD AND BIG BREAR CT,39.09042067,-77.04416967,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,TOYOTA,COROLLA,WHITE,Citation,21-801.1,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0904206666667, -77.0441696666667)"
1/7/2018,16:47:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,BEL PRE RD AND BIG BREAR CT,39.09042067,-77.04416967,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,TOYOTA,COROLLA,WHITE,Citation,13-409(b),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0904206666667, -77.0441696666667)"
1/7/2018,17:08:00,MCP,"4th district, Wheaton",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 53 MPH IN A POSTED 35 MPH ZONE,BEL PRE RD AND BIG BREAR CT,39.09047983,-77.04891667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,DODGE,CARVAN,SILVER,Citation,21-801.1,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0904798333333, -77.0489166666667)"
1/7/2018,17:42:00,MCP,"4th district, Wheaton",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 50 MPH IN A POSTED 35 MPH ZONE,BEL PRE RD AND BIG BREAR CT,39.09045717,-77.045777,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,HYUNDAI,SONATA,SILVER,Citation,21-801.1,Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.0904571666667, -77.045777)"
1/7/2018,19:20:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,EB EAST-WEST HWY / EDGEVALE ST,38.991105,-77.07687833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,TOYOTA,CAMRY,BRONZE,Citation,13-411(d),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.991105, -77.0768783333333)"
1/7/2018,19:32:00,MCP,"2nd district, Bethesda",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 46 MPH IN A POSTED 30 MPH ZONE,EB EAST-WEST HWY / EDGEVALE ST,38.98971667,-77.07712167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,MINI,COOPER S,BLACK,Citation,21-801.1,Transportation Article,No,WHITE,F,CHEVY CHASE,MD,MD,Q - Marked Laser,"(38.9897166666667, -77.0771216666667)"
1/7/2018,19:43:00,MCP,"2nd district, Bethesda",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,SB CONNECTICUT / EAST-WEST HWY,38.98612,-77.07695667,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2004,CHEVROLET,SUBURBAN,RED,Citation,13-411(f),Transportation Article,No,BLACK,M,LOUISA,VA,VA,A - Marked Patrol,"(38.98612, -77.0769566666667)"
1/7/2018,17:00:00,MCP,"1st district, Rockville",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,N/B 355 AT TWINBROOK,39.06274667,-77.125835,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYT,SURAV4,"GREEN, LGT",Citation,21-1124.2(d2),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0627466666667, -77.125835)"
1/7/2018,17:06:00,MCP,"1st district, Rockville",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,CONGRESSIONAL TO S/B 355,39.06196833,-77.12357333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,FORD,SUVE DGE,GRAY,Citation,21-1124.2(d2),Transportation Article,No,HISPANIC,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0619683333333, -77.1235733333333)"
1/7/2018,16:20:00,MCP,"5th district, Germantown","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",118 @ OBSERVATION,39.19103917,-77.2470985,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,TOYT,AVALON 4D,BLACK,Citation,21-901.1(b),Transportation Article,No,WHITE,M,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.1910391666667, -77.2470985)"
1/7/2018,18:33:00,MCP,"5th district, Germantown",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 60 MPH IN A POSTED 40 MPH ZONE,WB 124 @ SIOUX LA,39.12930917,-77.233203,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,NISSAN,ROGUE SUV,BLACK,Citation,21-801.1,Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1293091666667, -77.233203)"
1/7/2018,20:44:00,MCP,"5th district, Germantown",OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,MIDDLEBROOK AND OBSERVATION,39.17852,-77.24157,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,LEXS,4S,WHITE,Warning,22-406(i1),Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.17852, -77.24157)"
1/7/2018,7:47:00,MCP,"5th district, Germantown","LEAVING UNATTENDED VEH. W/O STOPPING ENGINE, LOCKING IGNITION, REMOVING KEY & SETTING BRAKE",12900 BLOCK OF MIDDLEBROOK ROAD,39.18108167,-77.26978167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,NISS,JUKE,GRAY,Warning,21-1101(a),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1810816666667, -77.2697816666667)"
1/7/2018,10:19:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,GERMANTOWN ROAD @ DAWSON FARM,39.16877,-77.27948,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,CHRY,MINI VAN,SILVER,Warning,21-801.1,Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.16877, -77.27948)"
1/7/2018,10:59:00,MCP,"5th district, Germantown",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,NB RAM;P 270 @ 118,39.18688667,-77.25444833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,NISS,PATHFINDER,WHITE,Warning,13-411(a),Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1868866666667, -77.2544483333333)"
1/7/2018,7:37:00,MCP,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,9917 TENBROOK DR,39.01863167,-77.03158833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,TOYT,2S,GOLD,Warning,13-411(f),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0186316666667, -77.0315883333333)"
1/7/2018,7:37:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,9917 TENBROOK DR,39.01863167,-77.03158833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,TOYT,2S,GOLD,Warning,13-401(h),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0186316666667, -77.0315883333333)"
1/7/2018,7:37:00,MCP,"3rd district, Silver Spring",ABANDONING VEH. ON PUBLIC PROPERTY,9917 TENBROOK DR,39.01863167,-77.03158833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,TOYT,2S,GOLD,Warning,25-202(a1),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0186316666667, -77.0315883333333)"
1/7/2018,9:44:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,118  AT DAWSON FARM,39.17121667,-77.26307167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,TOYOTA,COROLLA,SILVER,Warning,21-801.1,Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,Q - Marked Laser,"(39.1712166666667, -77.2630716666667)"
1/7/2018,10:06:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,19300 GERMANTOWN RD,39.17215,-77.27673167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,FORD,TK,SILVER,Warning,21-801.1,Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,Q - Marked Laser,"(39.17215, -77.2767316666667)"
1/7/2018,10:22:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,19300 GERMANTOWN RD,39.17178333,-77.27777667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,FORD,FLEX,BLUE,Warning,21-801.1,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,Q - Marked Laser,"(39.1717833333333, -77.2777766666667)"
1/7/2018,10:43:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,19300 GERMANTOWN RD,39.171765,-77.277745,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,HONDA,ACCORD,RED,Warning,21-801.1,Transportation Article,No,BLACK,F,ADELPHI,MD,MD,Q - Marked Laser,"(39.171765, -77.277745)"
1/7/2018,10:43:00,MCP,"5th district, Germantown",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,19300 GERMANTOWN RD,39.171765,-77.277745,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,HONDA,ACCORD,RED,Warning,13-409(b),Transportation Article,No,BLACK,F,ADELPHI,MD,MD,Q - Marked Laser,"(39.171765, -77.277745)"
1/7/2018,10:58:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,19300 GERMANTOWN RD,39.16922667,-77.27937667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYT,4H,BLACK,Warning,21-801.1,Transportation Article,No,HISPANIC,M,MONTGOMERY VILLAGE,MD,MD,Q - Marked Laser,"(39.1692266666667, -77.2793766666667)"
1/7/2018,11:05:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,19300 GERMANTOWN RD,39.17074333,-77.27812833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,CHEV,4S,WHITE,Warning,21-801.1,Transportation Article,No,WHITE,F,GERMANTOWN,MD,MD,Q - Marked Laser,"(39.1707433333333, -77.2781283333333)"
1/7/2018,11:13:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,19300 GERMANTOWN RD,39.17197167,-77.27676,No,No,No,No,No,No,No,No,No,No,MD,06 - Heavy Duty Truck,2004,FORD,EXPEDITION,BEIGE,Warning,21-801.1,Transportation Article,No,WHITE,F,GERMANTOWN,MD,MD,Q - Marked Laser,"(39.1719716666667, -77.27676)"
1/7/2018,11:41:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,19300 GERMANTOWN RD,39.17176333,-77.277235,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,NISSAN,VERSA,SILVER,Warning,21-801.1,Transportation Article,No,BLACK,F,CLARKSBURG,MD,MD,Q - Marked Laser,"(39.1717633333333, -77.277235)"
